site,Spartina alterniflora (Smooth Cordgrass)_pct,Spartina alterniflora (Smooth Cordgrass)_conf,Juncus roemerianus (Black Needle Rush)_pct,Juncus roemerianus (Black Needle Rush)_conf,Bolboschoenus robustus (Salt Marsh Bulrush)_pct,Bolboschoenus robustus (Salt Marsh Bulrush)_conf,Iva frutescens (Marsh Elder)_pct,Iva frutescens (Marsh Elder)_conf,Panicum virgatum (Switch Grass)_pct,Panicum virgatum (Switch Grass)_conf,Spartina patens (Salt Meadow Hay)_pct,Spartina patens (Salt Meadow Hay)_conf,Spartina cynosuroides (Big Cordgrass)_pct,Spartina cynosuroides (Big Cordgrass)_conf,Borrichia frutescens (Sea Oxeye)_pct,Borrichia frutescens (Sea Oxeye)_conf,Salicornia spp. (Glasswort)_pct,Salicornia spp. (Glasswort)_conf,Kosteletzkya virginica (Marsh Mallow)_pct,Kosteletzkya virginica (Marsh Mallow)_conf,Hibiscus moscheutos (Marsh Hibiscus)_pct,Hibiscus moscheutos (Marsh Hibiscus)_conf,Solidago sempervirens (Seaside Goldenrod)_pct,Solidago sempervirens (Seaside Goldenrod)_conf,Distichlis spicata (Salt Grass)_pct,Distichlis spicata (Salt Grass)_conf,Limonium carolinianum (Sea Lavender)_pct,Limonium carolinianum (Sea Lavender)_conf,Symphyotrichum tenuifolium (Salt Marsh Aster)_pct,Symphyotrichum tenuifolium (Salt Marsh Aster)_conf,Atriplex patula (Marsh Orach)_pct,Atriplex patula (Marsh Orach)_conf,Phragmites australis (Phragmites or Reed Grass)_pct,Phragmites australis (Phragmites or Reed Grass)_conf,Baccharis halimifolia (Groundsel Tree)_pct,Baccharis halimifolia (Groundsel Tree)_conf,Dead Organic Matter_pct,Dead Organic Matter_conf,Bare Ground_pct,Bare Ground_conf,Oysters_ct,Oysters_conf,Mussels_ct,Mussels_conf,Crab Burrows_ct,Crab Burrows_conf,Periwinkles_ct,Periwinkles_conf,Total_Confidence,Notes
JP3_LOW1_21JULY2022_context2,60,80,0,90,0,90,0,90,0,90,10,50,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,5,40,25,70,0,95,0,95,3,60,0,95,70,"Dominated by broad, upright cordgrass blades consistent with Spartina alterniflora (~60%). A few finer, wiry blades likely S. patens (~10%). Exposed muddy area and small dried material account for remaining cover; three small crab burrow holes visible in the mud."
JP3_LOW1_21JULY2022_cropped,15,60,0,40,0,40,0,40,0,40,71,80,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,8,60,6,70,0,90,0,90,1,70,0,80,70,"Dominated by thin, light-green grassy blades consistent with Spartina patens; a few broader blades possibly S. alterniflora. Exposed mud/DOM visible in center/right and one small crab burrow observed."
JP3_LOW1_21JULY2022_context2,55,80,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,5,60,40,85,0,95,0,95,3,70,0,95,76,"Dominated by broad, upright, thicker blades consistent with Spartina alterniflora (~55%). Significant exposed mud in center and between clumps (~40% bare ground). Small amount of dead thatch (~5%). I counted three small crab burrow openings. Identification based on blade thickness and growth form in context image."
JP3_LOW1_21JULY2022_cropped,75,85,0,95,0,95,0,95,0,95,0,85,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,10,65,15,80,0,90,0,90,2,60,0,85,70,"Image dominated by broad, thick green blades consistent with Spartina alterniflora. Exposed mud patches and some dead stems present. Two likely small crab burrow openings visible; no obvious other species, oysters, mussels, or periwinkles detected."
JP03_HIGH1_13MAY2022_context2,5,40,5,40,0,90,0,95,0,95,50,70,0,95,0,95,0,95,0,95,0,95,0,95,5,40,0,95,0,95,0,95,0,95,0,95,30,80,5,80,0,95,0,95,3,50,0,80,60,"Cropped image shows mostly fine, matted dried stems and light-green narrow blades consistent with Spartina patens as dominant. Scattered broader blades and an upright tuft suggest small amounts of S. alterniflora and Juncus/Distichlis. Substantial dead litter and visible mud comprise the remainder; a few small crab burrow openings are visible."
JP03_HIGH1_13MAY2022_cropped,50,70,0,90,0,90,0,90,0,90,5,40,0,90,0,90,0,90,0,90,0,90,0,90,0,85,0,90,0,90,0,90,0,90,0,90,25,80,20,75,0,90,0,90,1,50,2,60,"{'percent': 60, 'notes': 'Image dominated by live green cordgrass blades, with substantial dry thatch and exposed mud. Some small snail(s) and one likely burrow visible; species identifications beyond dominant cordgrass are uncertain.'}",
JP03_HIGH1_13MAY2022_context2,0,90,0,90,0,90,0,90,0,90,40,70,0,90,0,90,0,90,0,90,0,90,0,90,5,50,0,90,0,90,0,90,0,95,0,95,25,70,30,80,0,95,0,95,3,60,0,80,60,"Quadrat dominated by fine, matted grassy blades consistent with Spartina patens, interspersed with bare muddy ground and dried dead grass. Small number of likely crab burrow holes visible. Distichlis possibly present in a few small clumps (low confidence)."
JP03_HIGH1_13MAY2022_cropped,35,60,0,95,0,95,0,95,0,95,10,50,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,20,70,35,80,0,90,0,90,1,30,2,40,60,Dominated by live Spartina alterniflora with scattered finer Spartina patens; large areas of bare mud and dried thatch (DOM). Small number of visible periwinkles and one possible crab burrow; no oysters or mussels observed.
JP03_HIGH1_13MAY2022_cropped,10,60,0,85,0,85,0,85,0,85,35,75,0,85,0,90,0,90,0,90,0,90,0,90,0,85,0,90,0,90,0,90,0,90,0,90,15,80,40,90,0,90,0,85,1,50,2,40,65,"Image dominated by thin, light-green salt hay (Spartina patens ~35%) with some thicker cordgrass blades (S. alterniflora ~10%), scattered dry thatch (~15%) and exposed mud (~40%). Small possible crab burrow and a couple small periwinkle shells visible; no oysters or mussels seen. Moderate overall confidence."
JP03_HIGH1_13MAY2022_context2,0,90,0,90,0,90,0,90,0,90,46,70,0,90,0,90,0,90,0,90,0,90,0,90,10,50,0,90,0,90,0,90,0,90,0,90,30,85,14,80,0,95,0,95,0,85,3,60,65,"Quadrat dominated by fine, wiry, matted grass consistent with Spartina patens (~46%). Small patches of salt grass-like clumps (Distichlis) estimated at ~10%. Considerable dead grass stems (~30%) and exposed mud (~14%). A few small periwinkle shells visible (~3). Identifications based on context and cropped image; some uncertainty distinguishing finer grasses, so moderate overall confidence."
JP03_HIGH1_13MAY2022_cropped,50,70,0,85,0,90,0,90,0,90,10,40,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,95,0,95,25,80,15,85,0,85,0,85,2,60,1,40,65,Dominated by a broad-bladed cordgrass (assigned to S. alterniflora) with some thinner blades that may be S. patens; substantial dead thatch and exposed mud. Small holes likely crab burrows; few visible snails.
JP03_HIGH1_13MAY2022_context2,10,50,10,60,0,90,0,95,0,95,40,70,0,95,0,99,0,99,0,99,0,99,0,95,0,95,0,99,0,99,0,99,0,99,0,99,20,80,20,85,0,95,0,95,1,50,2,40,65,"Quadrat dominated by fine, matted grassy thatch consistent with Spartina patens (majority). A few broader, greener blades suggest some S. alterniflora. A small upright tufty clump at the left edge resembles Juncus. Substantial exposed mud and dead thatch present. One likely crab burrow and a couple small periwinkle shells/hints visible but low certainty."
JP4_HIGH1_21JULY2022_context2,0,70,0,90,0,90,0,90,0,90,80,85,0,90,0,95,0,95,0,95,0,95,0,95,0,85,0,95,0,95,0,95,0,95,0,95,18,80,2,60,0,95,0,95,0,80,0,95,75,"Quadrat dominated by fine, wiry, matted grass consistent with Spartina patens (~80%). Significant dried thatch counted as Dead Organic Matter (~18%). Very little exposed soil (~2%). No obvious stems or structures of other listed species or shell/ burrow features visible in the cropped image."
JP4_HIGH1_21JULY2022_cropped,0,95,0,95,0,95,0,95,0,95,80,80,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,15,60,5,70,0,95,0,95,0,95,0,95,70,"Image dominated by thin, light-colored wiry grasses consistent with Spartina patens; small visible areas of bare ground and some dead thatch. No other species or fauna visible."
JP4_HIGH1_21JULY2022_context2,0,90,0,95,0,95,0,95,0,95,70,80,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,98,0,98,25,85,5,70,0,95,0,95,0,90,0,90,75,"Cropped image shows a dense mat of fine, wiry, light-colored blades and matted stems consistent with Spartina patens; little upright, thick, dark green growth was visible so S. alterniflora and other species scored zero. Significant dried litter is present (Dead Organic Matter) and small patches of exposed soil are visible (Bare Ground). Counts for oysters/mussels/periwinkles/crab burrows: none visible in the cropped area."
JP4_HIGH1_21JULY2022_cropped,0,85,0,85,0,85,0,85,0,85,65,80,0,85,0,85,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,25,75,10,70,0,90,0,90,0,90,0,90,75,"Dominant cover is thin, wiry, light-colored, matted grass consistent with Spartina patens. Considerable dead thatch mixed in and small exposed soil patches. No oysters, mussels, crab burrows or periwinkles visible."
JP5_HIGH1_21JULY2022_cropped,0,60,0,95,0,95,0,95,0,95,70,85,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,30,80,0,90,0,85,0,85,0,85,0,85,75,"Quadrat dominated by thin, wiry, tufted grass consistent with Spartina patens intermingled with substantial brown thatch (dead organic matter). No bare mineral ground or conspicuous animals/burrows visible."
JP5_HIGH1_21JULY2022_context2,0,30,0,90,0,90,0,90,0,90,60,80,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,30,85,10,70,0,95,0,95,0,90,0,95,75,"Quadrat dominated by matted, wiry, fine-bladed grass consistent with Spartina patens. Large amount of tan dead thatch visible (Dead Organic Matter). Small dark holes give limited bare ground. No obvious Juncus, Spartina alterniflora, shrubs, or shell organisms observed."
JP5_HIGH1_21JULY2022_context2,0,80,0,80,0,80,0,80,0,80,75,85,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,20,80,5,60,0,90,0,90,2,70,0,90,75,"Quadrat dominated by fine, wiry, matted grass characteristic of Spartina patens with substantial dead thatch. Small patches of exposed/dark bare ground (two visible crab burrows). No mangrove/large rush or succulents observed."
JP5_HIGH1_21JULY2022_cropped,0,70,0,95,0,95,0,95,0,95,75,85,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,25,80,0,90,0,95,0,95,0,95,0,95,80,"Image dominated by thin, wiry, mat-forming grass and substantial dried thatch consistent with Spartina patens and dead organic matter. No bare mud patches or visible oysters/mussels/crab burrows/periwinkles detected."
MACH1_LOW_0_19JUL2022_context2,60,85,0,90,0,90,0,90,0,90,0,80,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,5,60,35,80,0,95,0,95,4,70,0,95,80,"Dominant species identified as Spartina alterniflora based on broad, upright, darker green blades and clumped bases. Estimated projected cover from cropped image: vegetation ~60%, bare mud ~35%, a small amount of dead standing/senesced material ~5%. Visible small round crab burrow openings (~4)."
MACH1_LOW_0_19JUL2022_cropped,65,80,0,95,0,95,0,95,0,95,5,40,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,1,50,29,85,0,90,0,90,3,75,0,90,75,"Site dominated by clumped, thick green blades consistent with Spartina alterniflora (~65%). Exposed mud/bare ground visible (~29%) with approximately 3 visible crab burrow openings. Small amount (~5%) possibly Spartina patens at the edges but uncertain."
MACH1_LOW_0_19JUL2022_cropped,55,80,0,20,0,20,0,20,0,20,5,40,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,30,0,20,5,50,35,75,0,90,0,90,4,70,0,80,70,"Broad, thick green blades dominate and match Spartina alterniflora (~55%). A few thinner blades likely Spartina patens (~5%). Exposed mud and small crab holes visible (~35% bare, ~5% dead organic matter). No obvious oysters, mussels, or periwinkles on the mud surface."
MACH1_LOW_0_19JUL2022_context2,70,85,0,90,0,90,0,95,0,95,0,80,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,3,70,27,85,0,95,0,95,3,80,0,95,80,"Dominant species are broad, upright, flat blades consistent with Spartina alterniflora (~70%). Exposed mud between clumps accounts for most bare ground (~27%) with a few small pieces of dead basal material (~3%). I counted three visible small crab burrow holes. No mussels, oysters, or periwinkles observed."
MACH3_HIGH_1_19JUL2022_context2,10,55,0,80,0,90,0,90,0,90,75,70,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,95,0,95,0,70,15,80,0,95,0,95,0,95,0,95,65,"Quadrat dominated by fine, wiry, matted grass consistent with Spartina patens (~75%). A few thicker, more upright clumps likely Spartina alterniflora (~10%). Bare patches and visible soil comprise ~15%. No shellfish or burrows observed."
MACH3_HIGH_1_19JUL2022_cropped,20,55,0,85,0,85,0,90,0,90,70,75,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,95,0,95,5,60,5,65,0,90,0,90,0,90,0,90,65,"Wiry, light-colored, thin blades dominate (Spartina patens ~70%). A few thicker, upright clumps likely S. alterniflora (~20%). Small patches of bare soil/DOM (~10%). No oysters, mussels, periwinkles, or crab burrows visible."
MACH3_HIGH_1_19JUL2022_cropped,75,70,0,90,0,90,0,90,0,90,15,50,0,90,0,95,0,95,0,95,0,95,0,95,0,85,0,95,0,95,0,95,0,98,0,98,7,60,3,60,0,90,0,90,0,85,0,90,65,Quadrat dominated by clumped green cordgrass likely S. alterniflora; finer wiry stems suggest some S. patens. Small areas of exposed mud/thatched DOM visible. No visible shellfish or burrow openings.
MACH3_HIGH_1_19JUL2022_context2,10,40,0,80,0,80,0,80,0,80,75,80,0,85,0,90,0,90,0,90,0,90,0,90,0,85,0,90,0,90,0,90,0,90,0,90,10,60,5,70,0,90,0,90,0,85,0,90,65,"Quadrat dominated by fine, wiry, matted Spartina patens. A few thicker upright blades within the frame suggest sparse S. alterniflora. Some dead thatch and small exposed mud patches visible. No obvious shellfish or crab burrows detected."
MACH4_LOW_1_context2,35,80,0,90,0,90,0,90,0,90,0,85,0,85,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,7,70,58,90,0,95,0,95,3,80,10,90,78,Quadrat dominated by clumps of smooth cordgrass (Spartina alterniflora) with exposed mud between tussocks. Several small periwinkle shells visible and a few small crab burrow holes; scattered shell fragments and dried vegetation present as dead organic matter.
MACH4_LOW_1_cropped,35,90,0,90,0,90,0,90,0,90,0,85,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,95,0,95,7,70,58,90,2,60,0,90,7,70,12,80,75,"Dominated by clumped, thick-leaved Spartina alterniflora with most of the quadrat bare mud. Several small periwinkle shells and multiple small crab burrows visible; a couple of oyster shell fragments present. Percent covers are estimated from projected area."
MACH4_LOW_1_context2,40,80,0,90,0,90,0,90,0,90,0,85,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,5,80,55,85,0,90,0,90,3,70,12,80,78,"Cropped image shows sparse clumps of thick, upright, darker green blades identified as Spartina alterniflora (dominant). Large open mud patches account for most of the area (bare ground). Small shell fragments and dried vegetation recorded as dead organic matter. Numerous small spiral snail shells (periwinkles) counted (~12). Several small round burrow holes counted (~3). Percent cover estimated visually from the cropped quadrat image; context image used only to confirm species identity."
MACH4_LOW_1_cropped,45,85,0,95,0,95,0,95,0,95,5,40,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,10,80,40,85,0,90,0,90,6,70,12,70,75,Quadrat dominated by upright cordgrass clumps (likely S. alterniflora) with large areas of exposed mud and scattered dead stems. Several small crab burrows and many small snail shells (periwinkles) visible; no obvious oysters or mussels.
CS01_HIGH0_21JULY2022_red2_context2,0,85,0,85,0,85,0,85,0,85,75,80,0,85,0,90,0,90,0,90,0,90,0,90,0,85,0,90,0,90,0,90,0,95,0,95,15,70,10,75,0,95,0,95,0,95,0,95,70,"Quadrat dominated by a tussock-forming, fine-wired grass consistent with Spartina patens (wiry, light-green blades, matted tuft). No other live species or shell organisms visible inside the cropped area. Estimated projected cover: Spartina patens ~75%, visible dead brown matter ~15%, and exposed bare soil ~10%. Confidence moderate due to similarity of some tussock grasses and presence of intertwined dead blades."
CS01_HIGH0_21JULY2022_red2_context2,0,85,0,80,0,90,0,90,0,90,85,70,0,90,0,95,0,95,0,95,0,95,0,95,0,85,0,95,0,95,0,95,0,95,0,95,5,50,10,60,0,95,0,95,0,95,0,95,65,"Site dominated by a single large tussock of fine, wiry grass consistent with Spartina patens. Small patches of exposed dark soil and some dead basal leaves present. No visible oysters, mussels, crab burrows, or periwinkles in the cropped image. Identification between S. patens and similar fine-tussock species has some uncertainty, so confidence is moderate."
CS01_HIGH0_21JULY2022_red2_cropped,0,80,0,90,0,90,0,90,0,90,75,70,0,90,0,95,0,95,0,95,0,95,0,95,0,90,0,95,0,95,0,95,0,95,0,95,15,60,10,75,0,95,0,95,0,95,0,95,70,"Tussock-forming, thin wiry light-green leaves consistent with Spartina patens covering most of the quadrat; small areas of exposed dark soil and old dead leaf material visible. No shellfish, periwinkles, or burrows observed on exposed areas."
